Id,Port Number,Service Name,Transport Protocol,Description
1232,632,bmpp,tcp,bmpp
1233,632,bmpp,udp,bmpp
1234,633,servstat,tcp,Service Status update (Sterling Software)
1235,633,servstat,udp,Service Status update (Sterling Software)
1236,634,ginad,tcp,ginad
1237,634,ginad,udp,ginad
1238,635,rlzdbase,tcp,RLZ DBase
1239,635,rlzdbase,udp,RLZ DBase
1240,636,ldaps,tcp,ldap protocol over TLS/SSL (was sldap)
1241,636,ldaps,udp,ldap protocol over TLS/SSL (was sldap)
1242,637,lanserver,tcp,lanserver
1243,637,lanserver,udp,lanserver
1244,638,mcns-sec,tcp,mcns-sec
1245,638,mcns-sec,udp,mcns-sec
1246,639,msdp,tcp,MSDP
1247,639,msdp,udp,MSDP
1248,640,entrust-sps,tcp,entrust-sps
1249,640,entrust-sps,udp,entrust-sps
1250,641,repcmd,tcp,repcmd
1251,641,repcmd,udp,repcmd
1252,642,esro-emsdp,tcp,ESRO-EMSDP V1.3
1253,642,esro-emsdp,udp,ESRO-EMSDP V1.3
1254,643,sanity,tcp,SANity
1255,643,sanity,udp,SANity
1256,644,dwr,tcp,dwr
1257,644,dwr,udp,dwr
1258,645,pssc,tcp,PSSC
1259,645,pssc,udp,PSSC
1260,646,ldp,tcp,LDP
1261,646,ldp,udp,LDP
1262,647,dhcp-failover,tcp,DHCP Failover
1263,647,dhcp-failover,udp,DHCP Failover
1264,648,rrp,tcp,Registry Registrar Protocol (RRP)
1265,648,rrp,udp,Registry Registrar Protocol (RRP)
1266,649,cadview-3d,tcp,Cadview-3d - streaming 3d models over the internet
1267,649,cadview-3d,udp,Cadview-3d - streaming 3d models over the internet
1268,650,obex,tcp,OBEX
1269,650,obex,udp,OBEX
1270,651,ieee-mms,tcp,IEEE MMS
1271,651,ieee-mms,udp,IEEE MMS
1272,652,hello-port,tcp,HELLO_PORT
1273,652,hello-port,udp,HELLO_PORT
1274,653,repscmd,tcp,RepCmd
1275,653,repscmd,udp,RepCmd
1276,654,aodv,tcp,AODV
1277,654,aodv,udp,AODV
1278,655,tinc,tcp,TINC
1279,655,tinc,udp,TINC
1280,656,spmp,tcp,SPMP
1281,656,spmp,udp,SPMP
1282,657,rmc,tcp,RMC
1283,657,rmc,udp,RMC
1284,658,tenfold,tcp,TenFold
1285,658,tenfold,udp,TenFold
1286,659,,,Removed
1287,660,mac-srvr-admin,tcp,MacOS Server Admin
1288,660,mac-srvr-admin,udp,MacOS Server Admin
1289,661,hap,tcp,HAP
1290,661,hap,udp,HAP
1291,662,pftp,tcp,PFTP
1292,662,pftp,udp,PFTP
1293,663,purenoise,tcp,PureNoise
1294,663,purenoise,udp,PureNoise
1295,664,oob-ws-https,tcp,DMTF out-of-band secure web services management protocol
1296,664,asf-secure-rmcp,udp,ASF Secure Remote Management and Control Protocol
1297,665,sun-dr,tcp,Sun DR
1298,665,sun-dr,udp,Sun DR
1299,666,mdqs,tcp,
1300,666,mdqs,udp,
1301,666,doom,tcp,doom Id Software
1302,666,doom,udp,doom Id Software
1303,667,disclose,tcp,campaign contribution disclosures - SDR Technologies
1304,667,disclose,udp,campaign contribution disclosures - SDR Technologies
1305,668,mecomm,tcp,MeComm
1306,668,mecomm,udp,MeComm
1307,669,meregister,tcp,MeRegister
1308,669,meregister,udp,MeRegister
1309,670,vacdsm-sws,tcp,VACDSM-SWS
1310,670,vacdsm-sws,udp,VACDSM-SWS
1311,671,vacdsm-app,tcp,VACDSM-APP
1312,671,vacdsm-app,udp,VACDSM-APP
1313,672,vpps-qua,tcp,VPPS-QUA
1314,672,vpps-qua,udp,VPPS-QUA
1315,673,cimplex,tcp,CIMPLEX
1316,673,cimplex,udp,CIMPLEX
1317,674,acap,tcp,ACAP
1318,674,acap,udp,ACAP
1319,675,dctp,tcp,DCTP
1320,675,dctp,udp,DCTP
1321,676,vpps-via,tcp,VPPS Via
1322,676,vpps-via,udp,VPPS Via
1323,677,vpp,tcp,Virtual Presence Protocol
1324,677,vpp,udp,Virtual Presence Protocol
1325,678,ggf-ncp,tcp,GNU Generation Foundation NCP
1326,678,ggf-ncp,udp,GNU Generation Foundation NCP
1327,679,mrm,tcp,MRM
1328,679,mrm,udp,MRM
1329,680,entrust-aaas,tcp,entrust-aaas
1330,680,entrust-aaas,udp,entrust-aaas
1331,681,entrust-aams,tcp,entrust-aams
1332,681,entrust-aams,udp,entrust-aams
1333,682,xfr,tcp,XFR
1334,682,xfr,udp,XFR
1335,683,corba-iiop,tcp,CORBA IIOP
1336,683,corba-iiop,udp,CORBA IIOP
1337,684,corba-iiop-ssl,tcp,CORBA IIOP SSL
1338,684,corba-iiop-ssl,udp,CORBA IIOP SSL
1339,685,mdc-portmapper,tcp,MDC Port Mapper
1340,685,mdc-portmapper,udp,MDC Port Mapper
1341,686,hcp-wismar,tcp,Hardware Control Protocol Wismar
1342,686,hcp-wismar,udp,Hardware Control Protocol Wismar
1343,687,asipregistry,tcp,asipregistry
1344,687,asipregistry,udp,asipregistry
1345,688,realm-rusd,tcp,ApplianceWare managment protocol
1346,688,realm-rusd,udp,ApplianceWare managment protocol
1347,689,nmap,tcp,NMAP
1348,689,nmap,udp,NMAP
1349,690,vatp,tcp,Velneo Application Transfer Protocol
1350,690,vatp,udp,Velneo Application Transfer Protocol
1351,691,msexch-routing,tcp,MS Exchange Routing
1352,691,msexch-routing,udp,MS Exchange Routing
1353,692,hyperwave-isp,tcp,Hyperwave-ISP
1354,692,hyperwave-isp,udp,Hyperwave-ISP
1355,693,connendp,tcp,almanid Connection Endpoint
1356,693,connendp,udp,almanid Connection Endpoint
1357,694,ha-cluster,tcp,ha-cluster
1358,694,ha-cluster,udp,ha-cluster
1359,695,ieee-mms-ssl,tcp,IEEE-MMS-SSL
1360,695,ieee-mms-ssl,udp,IEEE-MMS-SSL
1361,696,rushd,tcp,RUSHD
1362,696,rushd,udp,RUSHD
1363,697,uuidgen,tcp,UUIDGEN
1364,697,uuidgen,udp,UUIDGEN
1365,698,olsr,tcp,OLSR
1366,698,olsr,udp,OLSR
1367,699,accessnetwork,tcp,Access Network
1368,699,accessnetwork,udp,Access Network
1369,700,epp,tcp,Extensible Provisioning Protocol
1370,700,epp,udp,Extensible Provisioning Protocol
1371,701,lmp,tcp,Link Management Protocol (LMP)
1372,701,lmp,udp,Link Management Protocol (LMP)
1373,702,iris-beep,tcp,IRIS over BEEP
1374,702,iris-beep,udp,IRIS over BEEP
1375,703,,,Unassigned
1376,704,elcsd,tcp,errlog copy/server daemon
1377,704,elcsd,udp,errlog copy/server daemon
1378,705,agentx,tcp,AgentX
1379,705,agentx,udp,AgentX
1380,706,silc,tcp,SILC
1381,706,silc,udp,SILC
1382,707,borland-dsj,tcp,Borland DSJ
1383,707,borland-dsj,udp,Borland DSJ
1384,708,,,Unassigned
1385,709,entrust-kmsh,tcp,Entrust Key Management Service Handler
1386,709,entrust-kmsh,udp,Entrust Key Management Service Handler
1387,710,entrust-ash,tcp,Entrust Administration Service Handler
1388,710,entrust-ash,udp,Entrust Administration Service Handler
1389,711,cisco-tdp,tcp,Cisco TDP
1390,711,cisco-tdp,udp,Cisco TDP
1391,712,tbrpf,tcp,TBRPF
1392,712,tbrpf,udp,TBRPF
1393,713,iris-xpc,tcp,IRIS over XPC
1394,713,iris-xpc,udp,IRIS over XPC
1395,714,iris-xpcs,tcp,IRIS over XPCS
1396,714,iris-xpcs,udp,IRIS over XPCS
1397,715,iris-lwz,tcp,IRIS-LWZ
1398,715,iris-lwz,udp,IRIS-LWZ
1399,716,pana,udp,PANA Messages
1400,717,,,Unassigned
1401,718,,,Unassigned
1402,719,,,Unassigned
1403,720,,,Unassigned
1404,721,,,Unassigned
1405,722,,,Unassigned
1406,723,,,Unassigned
1407,724,,,Unassigned
1408,725,,,Unassigned
1409,726,,,Unassigned
1410,727,,,Unassigned
1411,728,,,Unassigned
1412,729,netviewdm1,tcp,IBM NetView DM/6000 Server/Client
1413,729,netviewdm1,udp,IBM NetView DM/6000 Server/Client
1414,730,netviewdm2,tcp,IBM NetView DM/6000 send/tcp
1415,730,netviewdm2,udp,IBM NetView DM/6000 send/tcp
1416,731,netviewdm3,tcp,IBM NetView DM/6000 receive/tcp
1417,731,netviewdm3,udp,IBM NetView DM/6000 receive/tcp
1418,732,,,Unassigned
1419,733,,,Unassigned
1420,734,,,Unassigned
1421,735,,,Unassigned
1422,736,,,Unassigned
1423,737,,,Unassigned
1424,738,,,Unassigned
1425,739,,,Unassigned
1426,740,,,Unassigned
1427,741,netgw,tcp,netGW
1428,741,netgw,udp,netGW
1429,742,netrcs,tcp,Network based Rev. Cont. Sys.
1430,742,netrcs,udp,Network based Rev. Cont. Sys.
1431,743,,,Unassigned
1432,744,flexlm,tcp,Flexible License Manager
1433,744,flexlm,udp,Flexible License Manager
1434,745,,,Unassigned
1435,746,,,Unassigned
1436,747,fujitsu-dev,tcp,Fujitsu Device Control
1437,747,fujitsu-dev,udp,Fujitsu Device Control
1438,748,ris-cm,tcp,Russell Info Sci Calendar Manager
1439,748,ris-cm,udp,Russell Info Sci Calendar Manager
1440,749,kerberos-adm,tcp,kerberos administration
1441,749,kerberos-adm,udp,kerberos administration
1442,750,rfile,tcp,
1443,750,loadav,udp,
1444,750,kerberos-iv,udp,kerberos version iv
1445,751,pump,tcp,
1446,751,pump,udp,
1447,752,qrh,tcp,
1448,752,qrh,udp,
1449,753,rrh,tcp,
1450,753,rrh,udp,
1451,754,tell,tcp,send
1452,754,tell,udp,send
1453,755,,,Unassigned
1454,756,,,Unassigned
1455,757,,,Unassigned
1456,758,nlogin,tcp,
1457,758,nlogin,udp,
1458,759,con,tcp,
1459,759,con,udp,
1460,760,ns,tcp,
1461,760,ns,udp,
1462,761,rxe,tcp,
1463,761,rxe,udp,
1464,762,quotad,tcp,
1465,762,quotad,udp,
1466,763,cycleserv,tcp,
1467,763,cycleserv,udp,
1468,764,omserv,tcp,
1469,764,omserv,udp,
1470,765,webster,tcp,
1471,765,webster,udp,
1472,766,,,Unassigned
1473,767,phonebook,tcp,phone
1474,767,phonebook,udp,phone
1475,768,,,Unassigned
1476,769,vid,tcp,
1477,769,vid,udp,
1478,770,cadlock,tcp,
1479,770,cadlock,udp,
1480,771,rtip,tcp,
1481,771,rtip,udp,
1482,772,cycleserv2,tcp,
1483,772,cycleserv2,udp,
1484,773,submit,tcp,
1485,773,notify,udp,
1486,774,rpasswd,tcp,
1487,774,acmaint-dbd,udp,"IANA assigned this well-formed service name as a replacement for ""acmaint_dbd""."
1488,774,acmaint_dbd,udp,
1489,775,entomb,tcp,
1490,775,acmaint-transd,udp,"IANA assigned this well-formed service name as a replacement for ""acmaint_transd""."
1491,775,acmaint_transd,udp,
1492,776,wpages,tcp,
1493,776,wpages,udp,
1494,777,multiling-http,tcp,Multiling HTTP
1495,777,multiling-http,udp,Multiling HTTP
1496,778,,,Unassigned
1497,779,,,Unassigned
1498,780,wpgs,tcp,
1499,780,wpgs,udp,
1500,781,,,Unassigned
1501,782,,,Unassigned
1502,783,,,Unassigned
1503,784,,,Unassigned
1504,785,,,Unassigned
1505,786,,,Unassigned
1506,787,,,Unassigned
1507,788,,,Unassigned
1508,789,,,Unassigned
1509,790,,,Unassigned
1510,791,,,Unassigned
1511,792,,,Unassigned
1512,793,,,Unassigned
1513,794,,,Unassigned
1514,795,,,Unassigned
1515,796,,,Unassigned
1516,797,,,Unassigned
1517,798,,,Unassigned
1518,799,,,Unassigned
1519,800,mdbs-daemon,tcp,"IANA assigned this well-formed service name as a replacement for ""mdbs_daemon""."
1520,800,mdbs_daemon,tcp,
1521,800,mdbs-daemon,udp,"IANA assigned this well-formed service name as a replacement for ""mdbs_daemon""."
1522,800,mdbs_daemon,udp,
1523,801,device,tcp,
1524,801,device,udp,
1525,802,mbap-s,tcp,Modbus Application Protocol Secure
1526,802,mbap-s,udp,Modbus Application Protocol Secure
1527,803,,,Unassigned
1528,804,,,Unassigned
1529,805,,,Unassigned
1530,806,,,Unassigned
1531,807,,,Unassigned
1532,808,,,Unassigned
1533,809,,,Unassigned
1534,810,fcp-udp,tcp,FCP
1535,810,fcp-udp,udp,FCP Datagram
1536,811,,,Unassigned
1537,812,,,Unassigned
1538,813,,,Unassigned
1539,814,,,Unassigned
1540,815,,,Unassigned
1541,816,,,Unassigned
1542,817,,,Unassigned
1543,818,,,Unassigned
1544,819,,,Unassigned
1545,820,,,Unassigned
1546,821,,,Unassigned
1547,822,,,Unassigned
1548,823,,,Unassigned
1549,824,,,Unassigned
1550,825,,,Unassigned
1551,826,,,Unassigned
1552,827,,,Unassigned
1553,828,itm-mcell-s,tcp,itm-mcell-s
1554,828,itm-mcell-s,udp,itm-mcell-s
1555,829,pkix-3-ca-ra,tcp,PKIX-3 CA/RA
1556,829,pkix-3-ca-ra,udp,PKIX-3 CA/RA
1557,830,netconf-ssh,tcp,NETCONF over SSH
1558,830,netconf-ssh,udp,NETCONF over SSH
1559,831,netconf-beep,tcp,NETCONF over BEEP
1560,831,netconf-beep,udp,NETCONF over BEEP
1561,832,netconfsoaphttp,tcp,NETCONF for SOAP over HTTPS
1562,832,netconfsoaphttp,udp,NETCONF for SOAP over HTTPS
1563,833,netconfsoapbeep,tcp,NETCONF for SOAP over BEEP
1564,833,netconfsoapbeep,udp,NETCONF for SOAP over BEEP
1565,834,,,Unassigned
1566,835,,,Unassigned
1567,836,,,Unassigned
1568,837,,,Unassigned
1569,838,,,Unassigned
1570,839,,,Unassigned
1571,840,,,Unassigned
1572,841,,,Unassigned
1573,842,,,Unassigned
1574,843,,,Unassigned
1575,844,,,Unassigned
1576,845,,,Unassigned
1577,846,,,Unassigned
1578,847,dhcp-failover2,tcp,dhcp-failover 2
1579,847,dhcp-failover2,udp,dhcp-failover 2
1580,848,gdoi,tcp,GDOI
1581,848,gdoi,udp,GDOI
1582,849,,,Unassigned
1583,850,,,Unassigned
1584,851,,,Unassigned
1585,852,,,Unassigned
1586,853,domain-s,tcp,DNS query-response protocol run over TLS/DTLS
1587,853,domain-s,udp,DNS query-response protocol run over TLS/DTLS
1588,854,,,Unassigned
1589,855,,,Unassigned
1590,856,,,Unassigned
1591,857,,,Unassigned
1592,858,,,Unassigned
1593,859,,,Unassigned
1594,860,iscsi,tcp,iSCSI
1595,860,iscsi,udp,iSCSI
1596,861,owamp-control,tcp,OWAMP-Control
1597,861,owamp-control,udp,OWAMP-Control
1598,862,twamp-control,tcp,Two-way Active Measurement Protocol (TWAMP) Control
1599,862,twamp-control,udp,Two-way Active Measurement Protocol (TWAMP) Control
1600,863,,,Unassigned
1601,864,,,Unassigned
1602,865,,,Unassigned
1603,866,,,Unassigned
1604,867,,,Unassigned
1605,868,,,Unassigned
1606,869,,,Unassigned
1607,870,,,Unassigned
1608,871,,,Unassigned
1609,872,,,Unassigned
1610,873,rsync,tcp,rsync
1611,873,rsync,udp,rsync
1612,874,,,Unassigned
1613,875,,,Unassigned
1614,876,,,Unassigned
1615,877,,,Unassigned
1616,878,,,Unassigned
1617,879,,,Unassigned
1618,880,,,Unassigned
1619,881,,,Unassigned
1620,882,,,Unassigned
1621,883,,,Unassigned
1622,884,,,Unassigned
1623,885,,,Unassigned
1624,886,iclcnet-locate,tcp,ICL coNETion locate server
1625,886,iclcnet-locate,udp,ICL coNETion locate server
1626,887,iclcnet-svinfo,tcp,"ICL coNETion server info
IANA assigned this well-formed service name as a replacement for ""iclcnet_svinfo""."
1627,887,iclcnet_svinfo,tcp,ICL coNETion server info
1628,887,iclcnet-svinfo,udp,"ICL coNETion server info
IANA assigned this well-formed service name as a replacement for ""iclcnet_svinfo""."
1629,887,iclcnet_svinfo,udp,ICL coNETion server info
1630,888,accessbuilder,tcp,AccessBuilder
1631,888,accessbuilder,udp,AccessBuilder
1632,888,cddbp,tcp,CD Database Protocol
1633,889,,,Unassigned
1634,890,,,Unassigned
1635,891,,,Unassigned
1636,892,,,Unassigned
1637,893,,,Unassigned
1638,894,,,Unassigned
1639,895,,,Unassigned
1640,896,,,Unassigned
1641,897,,,Unassigned
1642,898,,,Unassigned
1643,899,,,Unassigned
1644,900,omginitialrefs,tcp,OMG Initial Refs
1645,900,omginitialrefs,udp,OMG Initial Refs
1646,901,smpnameres,tcp,SMPNAMERES
1647,901,smpnameres,udp,SMPNAMERES
1648,902,ideafarm-door,tcp,self documenting Telnet Door
1649,902,ideafarm-door,udp,self documenting Door: send 0x00 for info
1650,903,ideafarm-panic,tcp,self documenting Telnet Panic Door
1651,903,ideafarm-panic,udp,self documenting Panic Door: send 0x00 for info
1652,904,,,Unassigned
1653,905,,,Unassigned
1654,906,,,Unassigned
1655,907,,,Unassigned
1656,908,,,Unassigned
1657,909,,,Unassigned
1658,910,kink,tcp,Kerberized Internet Negotiation of Keys (KINK)
1659,910,kink,udp,Kerberized Internet Negotiation of Keys (KINK)
1660,911,xact-backup,tcp,xact-backup
1661,911,xact-backup,udp,xact-backup
1662,912,apex-mesh,tcp,APEX relay-relay service
1663,912,apex-mesh,udp,APEX relay-relay service
1664,913,apex-edge,tcp,APEX endpoint-relay service
1665,913,apex-edge,udp,APEX endpoint-relay service
1666,914,,,Unassigned
1667,915,,,Unassigned
1668,916,,,Unassigned
1669,917,,,Unassigned
1670,918,,,Unassigned
1671,919,,,Unassigned
1672,920,,,Unassigned
1673,921,,,Unassigned
1674,922,,,Unassigned
1675,923,,,Unassigned
1676,924,,,Unassigned
1677,925,,,Unassigned
1678,926,,,Unassigned
1679,927,,,Unassigned
1680,928,,,Unassigned
1681,929,,,Unassigned
1682,930,,,Unassigned
1683,931,,,Unassigned
1684,932,,,Unassigned
1685,933,,,Unassigned
1686,934,,,Unassigned
1687,935,,,Unassigned
1688,936,,,Unassigned
1689,937,,,Unassigned
1690,938,,,Unassigned
1691,939,,,Unassigned
1692,940,,,Unassigned
1693,941,,,Unassigned
1694,942,,,Unassigned
1695,943,,,Unassigned
1696,944,,,Unassigned
1697,945,,,Unassigned
1698,946,,,Unassigned
1699,947,,,Unassigned
1700,948,,,Unassigned
1701,949,,,Unassigned
1702,950,,,Unassigned
1703,951,,,Unassigned
1704,952,,,Unassigned
1705,953,,,Unassigned
1706,954,,,Unassigned
1707,955,,,Unassigned
1708,956,,,Unassigned
1709,957,,,Unassigned
1710,958,,,Unassigned
1711,959,,,Unassigned
1712,960,,,Unassigned
1713,961,,,Unassigned
1714,962,,,Unassigned
1715,963,,,Unassigned
1716,964,,,Unassigned
1717,965,,,Unassigned
1718,966,,,Unassigned
1719,967,,,Unassigned
1720,968,,,Unassigned
1721,969,,,Unassigned
1722,970,,,Unassigned
1723,971,,,Unassigned
1724,972,,,Unassigned
1725,973,,,Unassigned
1726,974,,,Unassigned
1727,975,,,Unassigned
1728,976,,,Unassigned
1729,977,,,Unassigned
1730,978,,,Unassigned
1731,979,,,Unassigned
1732,980,,,Unassigned
1733,981,,,Unassigned
1734,982,,,Unassigned
1735,983,,,Unassigned
1736,984,,,Unassigned
1737,985,,,Unassigned
1738,986,,,Unassigned
1739,987,,,Unassigned
1740,988,,,Unassigned
1741,989,ftps-data,tcp,"ftp protocol, data, over TLS/SSL"
1742,989,ftps-data,udp,"ftp protocol, data, over TLS/SSL"
1743,990,ftps,tcp,"ftp protocol, control, over TLS/SSL"
1744,990,ftps,udp,"ftp protocol, control, over TLS/SSL"
1745,991,nas,tcp,Netnews Administration System
1746,991,nas,udp,Netnews Administration System
1747,992,telnets,tcp,telnet protocol over TLS/SSL
1748,992,telnets,udp,telnet protocol over TLS/SSL
1749,993,imaps,tcp,imap4 protocol over TLS/SSL
1750,993,imaps,udp,imap4 protocol over TLS/SSL
1751,994,,tcp,Reserved
1752,994,,udp,Reserved
1753,995,pop3s,tcp,pop3 protocol over TLS/SSL (was spop3)
1754,995,pop3s,udp,pop3 protocol over TLS/SSL (was spop3)
1755,996,vsinet,tcp,vsinet
1756,996,vsinet,udp,vsinet
1757,997,maitrd,tcp,
1758,997,maitrd,udp,
1759,998,busboy,tcp,
1760,998,puparp,udp,
1761,999,garcon,tcp,
1762,999,applix,udp,Applix ac
1763,999,puprouter,tcp,
1764,999,puprouter,udp,
1765,1000,cadlock2,tcp,
1766,1000,cadlock2,udp,
1767,1001,,,Unassigned
1768,1002,,,Unassigned
1769,1003,,,Unassigned
1770,1004,,,Unassigned
1771,1005,,,Unassigned
1772,1006,,,Unassigned
1773,1007,,,Unassigned
1774,1008,,udp,Possibly used by Sun Solaris????
1775,1009,,,Unassigned
1776,1010,surf,tcp,surf
1777,1010,surf,udp,surf
1778,1011,,,Reserved
1779,1012,,,Reserved
1780,1013,,,Reserved
1781,1014,,,Reserved
1782,1015,,,Reserved
1783,1016,,,Reserved
1784,1017,,,Reserved
1785,1018,,,Reserved
1786,1019,,,Reserved
1787,1020,,,Reserved
1788,1021,exp1,tcp,RFC3692-style Experiment 1
1789,1021,exp1,udp,RFC3692-style Experiment 1
1790,1021,exp1,sctp,RFC3692-style Experiment 1
1791,1021,exp1,dccp,RFC3692-style Experiment 1
1792,1022,exp2,tcp,RFC3692-style Experiment 2
1793,1022,exp2,udp,RFC3692-style Experiment 2
1794,1022,exp2,sctp,RFC3692-style Experiment 2
1795,1022,exp2,dccp,RFC3692-style Experiment 2
1796,1023,,tcp,Reserved
1797,1023,,udp,Reserved
1798,1024,,tcp,Reserved
1799,1024,,udp,Reserved
1800,1025,blackjack,tcp,network blackjack
1801,1025,blackjack,udp,network blackjack
1802,1026,cap,tcp,Calendar Access Protocol
1803,1026,cap,udp,Calendar Access Protocol
1804,1027,6a44,udp,IPv6 Behind NAT44 CPEs
1805,1027,,tcp,Reserved
1806,1028,,,Deprecated
1807,1029,solid-mux,tcp,Solid Mux Server
1808,1029,solid-mux,udp,Solid Mux Server
1809,1030,,,Reserved
1810,1031,,,Reserved
1811,1032,,,Reserved
1812,1033,netinfo-local,tcp,local netinfo port
1813,1033,netinfo-local,udp,local netinfo port
1814,1034,activesync,tcp,ActiveSync Notifications
1815,1034,activesync,udp,ActiveSync Notifications
1816,1035,mxxrlogin,tcp,MX-XR RPC
1817,1035,mxxrlogin,udp,MX-XR RPC
1818,1036,nsstp,tcp,Nebula Secure Segment Transfer Protocol
1819,1036,nsstp,udp,Nebula Secure Segment Transfer Protocol
1820,1037,ams,tcp,AMS
1821,1037,ams,udp,AMS
1822,1038,mtqp,tcp,Message Tracking Query Protocol
1823,1038,mtqp,udp,Message Tracking Query Protocol
1824,1039,sbl,tcp,Streamlined Blackhole
1825,1039,sbl,udp,Streamlined Blackhole
1826,1040,netarx,tcp,Netarx Netcare
1827,1040,netarx,udp,Netarx Netcare
1828,1041,danf-ak2,tcp,AK2 Product
1829,1041,danf-ak2,udp,AK2 Product
1830,1042,afrog,tcp,Subnet Roaming
1831,1042,afrog,udp,Subnet Roaming
1832,1043,boinc-client,tcp,BOINC Client Control
1833,1043,boinc-client,udp,BOINC Client Control
1834,1044,dcutility,tcp,Dev Consortium Utility
1835,1044,dcutility,udp,Dev Consortium Utility
1836,1045,fpitp,tcp,Fingerprint Image Transfer Protocol
1837,1045,fpitp,udp,Fingerprint Image Transfer Protocol
1838,1046,wfremotertm,tcp,WebFilter Remote Monitor
1839,1046,wfremotertm,udp,WebFilter Remote Monitor
1840,1047,neod1,tcp,Sun's NEO Object Request Broker
1841,1047,neod1,udp,Sun's NEO Object Request Broker
1842,1048,neod2,tcp,Sun's NEO Object Request Broker
1843,1048,neod2,udp,Sun's NEO Object Request Broker
1844,1049,td-postman,tcp,Tobit David Postman VPMN
1845,1049,td-postman,udp,Tobit David Postman VPMN
1846,1050,cma,tcp,CORBA Management Agent
1847,1050,cma,udp,CORBA Management Agent
1848,1051,optima-vnet,tcp,Optima VNET
1849,1051,optima-vnet,udp,Optima VNET
1850,1052,ddt,tcp,Dynamic DNS Tools
1851,1052,ddt,udp,Dynamic DNS Tools
1852,1053,remote-as,tcp,Remote Assistant (RA)
1853,1053,remote-as,udp,Remote Assistant (RA)
1854,1054,brvread,tcp,BRVREAD
1855,1054,brvread,udp,BRVREAD
1856,1055,ansyslmd,tcp,ANSYS - License Manager
1857,1055,ansyslmd,udp,ANSYS - License Manager
1858,1056,vfo,tcp,VFO
1859,1056,vfo,udp,VFO
1860,1057,startron,tcp,STARTRON
1861,1057,startron,udp,STARTRON
1862,1058,nim,tcp,nim
1863,1058,nim,udp,nim
1864,1059,nimreg,tcp,nimreg
1865,1059,nimreg,udp,nimreg
1866,1060,polestar,tcp,POLESTAR
1867,1060,polestar,udp,POLESTAR
1868,1061,kiosk,tcp,KIOSK
1869,1061,kiosk,udp,KIOSK
1870,1062,veracity,tcp,Veracity
1871,1062,veracity,udp,Veracity
1872,1063,kyoceranetdev,tcp,KyoceraNetDev
1873,1063,kyoceranetdev,udp,KyoceraNetDev
1874,1064,jstel,tcp,JSTEL
1875,1064,jstel,udp,JSTEL
1876,1065,syscomlan,tcp,SYSCOMLAN
1877,1065,syscomlan,udp,SYSCOMLAN
1878,1066,fpo-fns,tcp,FPO-FNS
1879,1066,fpo-fns,udp,FPO-FNS
1880,1067,instl-boots,tcp,"Installation Bootstrap Proto. Serv.
IANA assigned this well-formed service name as a replacement for ""instl_boots""."
1881,1067,instl_boots,tcp,Installation Bootstrap Proto. Serv.
1882,1067,instl-boots,udp,"Installation Bootstrap Proto. Serv.
IANA assigned this well-formed service name as a replacement for ""instl_boots""."
1883,1067,instl_boots,udp,Installation Bootstrap Proto. Serv.
1884,1068,instl-bootc,tcp,"Installation Bootstrap Proto. Cli.
IANA assigned this well-formed service name as a replacement for ""instl_bootc""."
1885,1068,instl_bootc,tcp,Installation Bootstrap Proto. Cli.
1886,1068,instl-bootc,udp,"Installation Bootstrap Proto. Cli.
IANA assigned this well-formed service name as a replacement for ""instl_bootc""."
1887,1068,instl_bootc,udp,Installation Bootstrap Proto. Cli.
1888,1069,cognex-insight,tcp,COGNEX-INSIGHT
1889,1069,cognex-insight,udp,COGNEX-INSIGHT
1890,1070,gmrupdateserv,tcp,GMRUpdateSERV
1891,1070,gmrupdateserv,udp,GMRUpdateSERV
1892,1071,bsquare-voip,tcp,BSQUARE-VOIP
1893,1071,bsquare-voip,udp,BSQUARE-VOIP
1894,1072,cardax,tcp,CARDAX
1895,1072,cardax,udp,CARDAX
1896,1073,bridgecontrol,tcp,Bridge Control
1897,1073,bridgecontrol,udp,Bridge Control
1898,1074,warmspotMgmt,tcp,Warmspot Management Protocol
1899,1074,warmspotMgmt,udp,Warmspot Management Protocol
1900,1075,rdrmshc,tcp,RDRMSHC
1901,1075,rdrmshc,udp,RDRMSHC
1902,1076,dab-sti-c,tcp,DAB STI-C
1903,1076,dab-sti-c,udp,DAB STI-C
1904,1077,imgames,tcp,IMGames
1905,1077,imgames,udp,IMGames
1906,1078,avocent-proxy,tcp,Avocent Proxy Protocol
1907,1078,avocent-proxy,udp,Avocent Proxy Protocol
1908,1079,asprovatalk,tcp,ASPROVATalk
1909,1079,asprovatalk,udp,ASPROVATalk
1910,1080,socks,tcp,Socks
1911,1080,socks,udp,Socks
1912,1081,pvuniwien,tcp,PVUNIWIEN
1913,1081,pvuniwien,udp,PVUNIWIEN
1914,1082,amt-esd-prot,tcp,AMT-ESD-PROT
1915,1082,amt-esd-prot,udp,AMT-ESD-PROT
1916,1083,ansoft-lm-1,tcp,Anasoft License Manager
1917,1083,ansoft-lm-1,udp,Anasoft License Manager
1918,1084,ansoft-lm-2,tcp,Anasoft License Manager
1919,1084,ansoft-lm-2,udp,Anasoft License Manager
1920,1085,webobjects,tcp,Web Objects
1921,1085,webobjects,udp,Web Objects
1922,1086,cplscrambler-lg,tcp,CPL Scrambler Logging
1923,1086,cplscrambler-lg,udp,CPL Scrambler Logging
1924,1087,cplscrambler-in,tcp,CPL Scrambler Internal
