Id,Port Number,Service Name,Transport Protocol,Description
1925,1087,cplscrambler-in,udp,CPL Scrambler Internal
1926,1088,cplscrambler-al,tcp,CPL Scrambler Alarm Log
1927,1088,cplscrambler-al,udp,CPL Scrambler Alarm Log
1928,1089,ff-annunc,tcp,FF Annunciation
1929,1089,ff-annunc,udp,FF Annunciation
1930,1090,ff-fms,tcp,FF Fieldbus Message Specification
1931,1090,ff-fms,udp,FF Fieldbus Message Specification
1932,1091,ff-sm,tcp,FF System Management
1933,1091,ff-sm,udp,FF System Management
1934,1092,obrpd,tcp,Open Business Reporting Protocol
1935,1092,obrpd,udp,Open Business Reporting Protocol
1936,1093,proofd,tcp,PROOFD
1937,1093,proofd,udp,PROOFD
1938,1094,rootd,tcp,ROOTD
1939,1094,rootd,udp,ROOTD
1940,1095,nicelink,tcp,NICELink
1941,1095,nicelink,udp,NICELink
1942,1096,cnrprotocol,tcp,Common Name Resolution Protocol
1943,1096,cnrprotocol,udp,Common Name Resolution Protocol
1944,1097,sunclustermgr,tcp,Sun Cluster Manager
1945,1097,sunclustermgr,udp,Sun Cluster Manager
1946,1098,rmiactivation,tcp,RMI Activation
1947,1098,rmiactivation,udp,RMI Activation
1948,1099,rmiregistry,tcp,RMI Registry
1949,1099,rmiregistry,udp,RMI Registry
1950,1100,mctp,tcp,MCTP
1951,1100,mctp,udp,MCTP
1952,1101,pt2-discover,tcp,PT2-DISCOVER
1953,1101,pt2-discover,udp,PT2-DISCOVER
1954,1102,adobeserver-1,tcp,ADOBE SERVER 1
1955,1102,adobeserver-1,udp,ADOBE SERVER 1
1956,1103,adobeserver-2,tcp,ADOBE SERVER 2
1957,1103,adobeserver-2,udp,ADOBE SERVER 2
1958,1104,xrl,tcp,XRL
1959,1104,xrl,udp,XRL
1960,1105,ftranhc,tcp,FTRANHC
1961,1105,ftranhc,udp,FTRANHC
1962,1106,isoipsigport-1,tcp,ISOIPSIGPORT-1
1963,1106,isoipsigport-1,udp,ISOIPSIGPORT-1
1964,1107,isoipsigport-2,tcp,ISOIPSIGPORT-2
1965,1107,isoipsigport-2,udp,ISOIPSIGPORT-2
1966,1108,ratio-adp,tcp,ratio-adp
1967,1108,ratio-adp,udp,ratio-adp
1968,1109,,,Reserved - IANA
1969,1110,webadmstart,tcp,Start web admin server
1970,1110,nfsd-keepalive,udp,Client status info
1971,1111,lmsocialserver,tcp,LM Social Server
1972,1111,lmsocialserver,udp,LM Social Server
1973,1112,icp,tcp,Intelligent Communication Protocol
1974,1112,icp,udp,Intelligent Communication Protocol
1975,1113,ltp-deepspace,tcp,Licklider Transmission Protocol
1976,1113,ltp-deepspace,udp,Licklider Transmission Protocol
1977,1113,ltp-deepspace,dccp,Licklider Transmission Protocol
1978,1114,mini-sql,tcp,Mini SQL
1979,1114,mini-sql,udp,Mini SQL
1980,1115,ardus-trns,tcp,ARDUS Transfer
1981,1115,ardus-trns,udp,ARDUS Transfer
1982,1116,ardus-cntl,tcp,ARDUS Control
1983,1116,ardus-cntl,udp,ARDUS Control
1984,1117,ardus-mtrns,tcp,ARDUS Multicast Transfer
1985,1117,ardus-mtrns,udp,ARDUS Multicast Transfer
1986,1118,sacred,tcp,SACRED
1987,1118,sacred,udp,SACRED
1988,1119,bnetgame,tcp,Battle.net Chat/Game Protocol
1989,1119,bnetgame,udp,Battle.net Chat/Game Protocol
1990,1120,bnetfile,tcp,Battle.net File Transfer Protocol
1991,1120,bnetfile,udp,Battle.net File Transfer Protocol
1992,1121,rmpp,tcp,Datalode RMPP
1993,1121,rmpp,udp,Datalode RMPP
1994,1122,availant-mgr,tcp,availant-mgr
1995,1122,availant-mgr,udp,availant-mgr
1996,1123,murray,tcp,Murray
1997,1123,murray,udp,Murray
1998,1124,hpvmmcontrol,tcp,HP VMM Control
1999,1124,hpvmmcontrol,udp,HP VMM Control
2000,1125,hpvmmagent,tcp,HP VMM Agent
2001,1125,hpvmmagent,udp,HP VMM Agent
2002,1126,hpvmmdata,tcp,HP VMM Agent
2003,1126,hpvmmdata,udp,HP VMM Agent
2004,1127,kwdb-commn,tcp,KWDB Remote Communication
2005,1127,kwdb-commn,udp,KWDB Remote Communication
2006,1128,saphostctrl,tcp,SAPHostControl over SOAP/HTTP
2007,1128,saphostctrl,udp,SAPHostControl over SOAP/HTTP
2008,1129,saphostctrls,tcp,SAPHostControl over SOAP/HTTPS
2009,1129,saphostctrls,udp,SAPHostControl over SOAP/HTTPS
2010,1130,casp,tcp,CAC App Service Protocol
2011,1130,casp,udp,CAC App Service Protocol
2012,1131,caspssl,tcp,CAC App Service Protocol Encripted
2013,1131,caspssl,udp,CAC App Service Protocol Encripted
2014,1132,kvm-via-ip,tcp,KVM-via-IP Management Service
2015,1132,kvm-via-ip,udp,KVM-via-IP Management Service
2016,1133,dfn,tcp,Data Flow Network
2017,1133,dfn,udp,Data Flow Network
2018,1134,aplx,tcp,MicroAPL APLX
2019,1134,aplx,udp,MicroAPL APLX
2020,1135,omnivision,tcp,OmniVision Communication Service
2021,1135,omnivision,udp,OmniVision Communication Service
2022,1136,hhb-gateway,tcp,HHB Gateway Control
2023,1136,hhb-gateway,udp,HHB Gateway Control
2024,1137,trim,tcp,TRIM Workgroup Service
2025,1137,trim,udp,TRIM Workgroup Service
2026,1138,encrypted-admin,tcp,"encrypted admin requests
IANA assigned this well-formed service name as a replacement for ""encrypted_admin""."
2027,1138,encrypted_admin,tcp,encrypted admin requests
2028,1138,encrypted-admin,udp,"encrypted admin requests
IANA assigned this well-formed service name as a replacement for ""encrypted_admin""."
2029,1138,encrypted_admin,udp,encrypted admin requests
2030,1139,evm,tcp,Enterprise Virtual Manager
2031,1139,evm,udp,Enterprise Virtual Manager
2032,1140,autonoc,tcp,AutoNOC Network Operations Protocol
2033,1140,autonoc,udp,AutoNOC Network Operations Protocol
2034,1141,mxomss,tcp,User Message Service
2035,1141,mxomss,udp,User Message Service
2036,1142,edtools,tcp,User Discovery Service
2037,1142,edtools,udp,User Discovery Service
2038,1143,imyx,tcp,Infomatryx Exchange
2039,1143,imyx,udp,Infomatryx Exchange
2040,1144,fuscript,tcp,Fusion Script
2041,1144,fuscript,udp,Fusion Script
2042,1145,x9-icue,tcp,X9 iCue Show Control
2043,1145,x9-icue,udp,X9 iCue Show Control
2044,1146,audit-transfer,tcp,audit transfer
2045,1146,audit-transfer,udp,audit transfer
2046,1147,capioverlan,tcp,CAPIoverLAN
2047,1147,capioverlan,udp,CAPIoverLAN
2048,1148,elfiq-repl,tcp,Elfiq Replication Service
2049,1148,elfiq-repl,udp,Elfiq Replication Service
2050,1149,bvtsonar,tcp,BlueView Sonar Service
2051,1149,bvtsonar,udp,BlueView Sonar Service
2052,1150,blaze,tcp,Blaze File Server
2053,1150,blaze,udp,Blaze File Server
2054,1151,unizensus,tcp,Unizensus Login Server
2055,1151,unizensus,udp,Unizensus Login Server
2056,1152,winpoplanmess,tcp,Winpopup LAN Messenger
2057,1152,winpoplanmess,udp,Winpopup LAN Messenger
2058,1153,c1222-acse,tcp,ANSI C12.22 Port
2059,1153,c1222-acse,udp,ANSI C12.22 Port
2060,1154,resacommunity,tcp,Community Service
2061,1154,resacommunity,udp,Community Service
2062,1155,nfa,tcp,Network File Access
2063,1155,nfa,udp,Network File Access
2064,1156,iascontrol-oms,tcp,iasControl OMS
2065,1156,iascontrol-oms,udp,iasControl OMS
2066,1157,iascontrol,tcp,Oracle iASControl
2067,1157,iascontrol,udp,Oracle iASControl
2068,1158,dbcontrol-oms,tcp,dbControl OMS
2069,1158,dbcontrol-oms,udp,dbControl OMS
2070,1159,oracle-oms,tcp,Oracle OMS
2071,1159,oracle-oms,udp,Oracle OMS
2072,1160,olsv,tcp,DB Lite Mult-User Server
2073,1160,olsv,udp,DB Lite Mult-User Server
2074,1161,health-polling,tcp,Health Polling
2075,1161,health-polling,udp,Health Polling
2076,1162,health-trap,tcp,Health Trap
2077,1162,health-trap,udp,Health Trap
2078,1163,sddp,tcp,SmartDialer Data Protocol
2079,1163,sddp,udp,SmartDialer Data Protocol
2080,1164,qsm-proxy,tcp,QSM Proxy Service
2081,1164,qsm-proxy,udp,QSM Proxy Service
2082,1165,qsm-gui,tcp,QSM GUI Service
2083,1165,qsm-gui,udp,QSM GUI Service
2084,1166,qsm-remote,tcp,QSM RemoteExec
2085,1166,qsm-remote,udp,QSM RemoteExec
2086,1167,cisco-ipsla,tcp,Cisco IP SLAs Control Protocol
2087,1167,cisco-ipsla,udp,Cisco IP SLAs Control Protocol
2088,1167,cisco-ipsla,sctp,Cisco IP SLAs Control Protocol
2089,1168,vchat,tcp,VChat Conference Service
2090,1168,vchat,udp,VChat Conference Service
2091,1169,tripwire,tcp,TRIPWIRE
2092,1169,tripwire,udp,TRIPWIRE
2093,1170,atc-lm,tcp,AT+C License Manager
2094,1170,atc-lm,udp,AT+C License Manager
2095,1171,atc-appserver,tcp,AT+C FmiApplicationServer
2096,1171,atc-appserver,udp,AT+C FmiApplicationServer
2097,1172,dnap,tcp,DNA Protocol
2098,1172,dnap,udp,DNA Protocol
2099,1173,d-cinema-rrp,tcp,D-Cinema Request-Response
2100,1173,d-cinema-rrp,udp,D-Cinema Request-Response
2101,1174,fnet-remote-ui,tcp,FlashNet Remote Admin
2102,1174,fnet-remote-ui,udp,FlashNet Remote Admin
2103,1175,dossier,tcp,Dossier Server
2104,1175,dossier,udp,Dossier Server
2105,1176,indigo-server,tcp,Indigo Home Server
2106,1176,indigo-server,udp,Indigo Home Server
2107,1177,dkmessenger,tcp,DKMessenger Protocol
2108,1177,dkmessenger,udp,DKMessenger Protocol
2109,1178,sgi-storman,tcp,SGI Storage Manager
2110,1178,sgi-storman,udp,SGI Storage Manager
2111,1179,b2n,tcp,Backup To Neighbor
2112,1179,b2n,udp,Backup To Neighbor
2113,1180,mc-client,tcp,Millicent Client Proxy
2114,1180,mc-client,udp,Millicent Client Proxy
2115,1181,3comnetman,tcp,3Com Net Management
2116,1181,3comnetman,udp,3Com Net Management
2117,1182,accelenet,tcp,AcceleNet Control
2118,1182,accelenet-data,udp,AcceleNet Data
2119,1183,llsurfup-http,tcp,LL Surfup HTTP
2120,1183,llsurfup-http,udp,LL Surfup HTTP
2121,1184,llsurfup-https,tcp,LL Surfup HTTPS
2122,1184,llsurfup-https,udp,LL Surfup HTTPS
2123,1185,catchpole,tcp,Catchpole port
2124,1185,catchpole,udp,Catchpole port
2125,1186,mysql-cluster,tcp,MySQL Cluster Manager
2126,1186,mysql-cluster,udp,MySQL Cluster Manager
2127,1187,alias,tcp,Alias Service
2128,1187,alias,udp,Alias Service
2129,1188,hp-webadmin,tcp,HP Web Admin
2130,1188,hp-webadmin,udp,HP Web Admin
2131,1189,unet,tcp,Unet Connection
2132,1189,unet,udp,Unet Connection
2133,1190,commlinx-avl,tcp,CommLinx GPS / AVL System
2134,1190,commlinx-avl,udp,CommLinx GPS / AVL System
2135,1191,gpfs,tcp,General Parallel File System
2136,1191,gpfs,udp,General Parallel File System
2137,1192,caids-sensor,tcp,caids sensors channel
2138,1192,caids-sensor,udp,caids sensors channel
2139,1193,fiveacross,tcp,Five Across Server
2140,1193,fiveacross,udp,Five Across Server
2141,1194,openvpn,tcp,OpenVPN
2142,1194,openvpn,udp,OpenVPN
2143,1195,rsf-1,tcp,RSF-1 clustering
2144,1195,rsf-1,udp,RSF-1 clustering
2145,1196,netmagic,tcp,Network Magic
2146,1196,netmagic,udp,Network Magic
2147,1197,carrius-rshell,tcp,Carrius Remote Access
2148,1197,carrius-rshell,udp,Carrius Remote Access
2149,1198,cajo-discovery,tcp,cajo reference discovery
2150,1198,cajo-discovery,udp,cajo reference discovery
2151,1199,dmidi,tcp,DMIDI
2152,1199,dmidi,udp,DMIDI
2153,1200,scol,tcp,SCOL
2154,1200,scol,udp,SCOL
2155,1201,nucleus-sand,tcp,Nucleus Sand Database Server
2156,1201,nucleus-sand,udp,Nucleus Sand Database Server
2157,1202,caiccipc,tcp,caiccipc
2158,1202,caiccipc,udp,caiccipc
2159,1203,ssslic-mgr,tcp,License Validation
2160,1203,ssslic-mgr,udp,License Validation
2161,1204,ssslog-mgr,tcp,Log Request Listener
2162,1204,ssslog-mgr,udp,Log Request Listener
2163,1205,accord-mgc,tcp,Accord-MGC
2164,1205,accord-mgc,udp,Accord-MGC
2165,1206,anthony-data,tcp,Anthony Data
2166,1206,anthony-data,udp,Anthony Data
2167,1207,metasage,tcp,MetaSage
2168,1207,metasage,udp,MetaSage
2169,1208,seagull-ais,tcp,SEAGULL AIS
2170,1208,seagull-ais,udp,SEAGULL AIS
2171,1209,ipcd3,tcp,IPCD3
2172,1209,ipcd3,udp,IPCD3
2173,1210,eoss,tcp,EOSS
2174,1210,eoss,udp,EOSS
2175,1211,groove-dpp,tcp,Groove DPP
2176,1211,groove-dpp,udp,Groove DPP
2177,1212,lupa,tcp,lupa
2178,1212,lupa,udp,lupa
2179,1213,mpc-lifenet,tcp,Medtronic/Physio-Control LIFENET
2180,1213,mpc-lifenet,udp,Medtronic/Physio-Control LIFENET
2181,1214,kazaa,tcp,KAZAA
2182,1214,kazaa,udp,KAZAA
2183,1215,scanstat-1,tcp,scanSTAT 1.0
2184,1215,scanstat-1,udp,scanSTAT 1.0
2185,1216,etebac5,tcp,ETEBAC 5
2186,1216,etebac5,udp,ETEBAC 5
2187,1217,hpss-ndapi,tcp,HPSS NonDCE Gateway
2188,1217,hpss-ndapi,udp,HPSS NonDCE Gateway
2189,1218,aeroflight-ads,tcp,AeroFlight-ADs
2190,1218,aeroflight-ads,udp,AeroFlight-ADs
2191,1219,aeroflight-ret,tcp,AeroFlight-Ret
2192,1219,aeroflight-ret,udp,AeroFlight-Ret
2193,1220,qt-serveradmin,tcp,QT SERVER ADMIN
2194,1220,qt-serveradmin,udp,QT SERVER ADMIN
2195,1221,sweetware-apps,tcp,SweetWARE Apps
2196,1221,sweetware-apps,udp,SweetWARE Apps
2197,1222,nerv,tcp,SNI R&D network
2198,1222,nerv,udp,SNI R&D network
2199,1223,tgp,tcp,TrulyGlobal Protocol
2200,1223,tgp,udp,TrulyGlobal Protocol
2201,1224,vpnz,tcp,VPNz
2202,1224,vpnz,udp,VPNz
2203,1225,slinkysearch,tcp,SLINKYSEARCH
2204,1225,slinkysearch,udp,SLINKYSEARCH
2205,1226,stgxfws,tcp,STGXFWS
2206,1226,stgxfws,udp,STGXFWS
2207,1227,dns2go,tcp,DNS2Go
2208,1227,dns2go,udp,DNS2Go
2209,1228,florence,tcp,FLORENCE
2210,1228,florence,udp,FLORENCE
2211,1229,zented,tcp,ZENworks Tiered Electronic Distribution
2212,1229,zented,udp,ZENworks Tiered Electronic Distribution
2213,1230,periscope,tcp,Periscope
2214,1230,periscope,udp,Periscope
2215,1231,menandmice-lpm,tcp,menandmice-lpm
2216,1231,menandmice-lpm,udp,menandmice-lpm
2217,1232,first-defense,tcp,Remote systems monitoring
2218,1232,first-defense,udp,Remote systems monitoring
2219,1233,univ-appserver,tcp,Universal App Server
2220,1233,univ-appserver,udp,Universal App Server
2221,1234,search-agent,tcp,Infoseek Search Agent
2222,1234,search-agent,udp,Infoseek Search Agent
2223,1235,mosaicsyssvc1,tcp,mosaicsyssvc1
2224,1235,mosaicsyssvc1,udp,mosaicsyssvc1
2225,1236,bvcontrol,tcp,bvcontrol
2226,1236,bvcontrol,udp,bvcontrol
2227,1237,tsdos390,tcp,tsdos390
2228,1237,tsdos390,udp,tsdos390
2229,1238,hacl-qs,tcp,hacl-qs
2230,1238,hacl-qs,udp,hacl-qs
2231,1239,nmsd,tcp,NMSD
2232,1239,nmsd,udp,NMSD
2233,1240,instantia,tcp,Instantia
2234,1240,instantia,udp,Instantia
2235,1241,nessus,tcp,nessus
2236,1241,nessus,udp,nessus
2237,1242,nmasoverip,tcp,NMAS over IP
2238,1242,nmasoverip,udp,NMAS over IP
2239,1243,serialgateway,tcp,SerialGateway
2240,1243,serialgateway,udp,SerialGateway
2241,1244,isbconference1,tcp,isbconference1
2242,1244,isbconference1,udp,isbconference1
2243,1245,isbconference2,tcp,isbconference2
2244,1245,isbconference2,udp,isbconference2
2245,1246,payrouter,tcp,payrouter
2246,1246,payrouter,udp,payrouter
2247,1247,visionpyramid,tcp,VisionPyramid
2248,1247,visionpyramid,udp,VisionPyramid
2249,1248,hermes,tcp,hermes
2250,1248,hermes,udp,hermes
2251,1249,mesavistaco,tcp,Mesa Vista Co
2252,1249,mesavistaco,udp,Mesa Vista Co
2253,1250,swldy-sias,tcp,swldy-sias
2254,1250,swldy-sias,udp,swldy-sias
2255,1251,servergraph,tcp,servergraph
2256,1251,servergraph,udp,servergraph
2257,1252,bspne-pcc,tcp,bspne-pcc
2258,1252,bspne-pcc,udp,bspne-pcc
2259,1253,q55-pcc,tcp,q55-pcc
2260,1253,q55-pcc,udp,q55-pcc
2261,1254,de-noc,tcp,de-noc
2262,1254,de-noc,udp,de-noc
2263,1255,de-cache-query,tcp,de-cache-query
2264,1255,de-cache-query,udp,de-cache-query
2265,1256,de-server,tcp,de-server
2266,1256,de-server,udp,de-server
2267,1257,shockwave2,tcp,Shockwave 2
2268,1257,shockwave2,udp,Shockwave 2
2269,1258,opennl,tcp,Open Network Library
2270,1258,opennl,udp,Open Network Library
2271,1259,opennl-voice,tcp,Open Network Library Voice
2272,1259,opennl-voice,udp,Open Network Library Voice
2273,1260,ibm-ssd,tcp,ibm-ssd
2274,1260,ibm-ssd,udp,ibm-ssd
2275,1261,mpshrsv,tcp,mpshrsv
2276,1261,mpshrsv,udp,mpshrsv
2277,1262,qnts-orb,tcp,QNTS-ORB
2278,1262,qnts-orb,udp,QNTS-ORB
2279,1263,dka,tcp,dka
2280,1263,dka,udp,dka
2281,1264,prat,tcp,PRAT
2282,1264,prat,udp,PRAT
2283,1265,dssiapi,tcp,DSSIAPI
2284,1265,dssiapi,udp,DSSIAPI
2285,1266,dellpwrappks,tcp,DELLPWRAPPKS
2286,1266,dellpwrappks,udp,DELLPWRAPPKS
2287,1267,epc,tcp,eTrust Policy Compliance
2288,1267,epc,udp,eTrust Policy Compliance
2289,1268,propel-msgsys,tcp,PROPEL-MSGSYS
2290,1268,propel-msgsys,udp,PROPEL-MSGSYS
2291,1269,watilapp,tcp,WATiLaPP
2292,1269,watilapp,udp,WATiLaPP
2293,1270,opsmgr,tcp,Microsoft Operations Manager
2294,1270,opsmgr,udp,Microsoft Operations Manager
2295,1271,excw,tcp,eXcW
2296,1271,excw,udp,eXcW
2297,1272,cspmlockmgr,tcp,CSPMLockMgr
2298,1272,cspmlockmgr,udp,CSPMLockMgr
2299,1273,emc-gateway,tcp,EMC-Gateway
2300,1273,emc-gateway,udp,EMC-Gateway
2301,1274,t1distproc,tcp,t1distproc
2302,1274,t1distproc,udp,t1distproc
2303,1275,ivcollector,tcp,ivcollector
2304,1275,ivcollector,udp,ivcollector
2305,1276,,tcp,Reserved
2306,1276,,udp,Reserved
2307,1277,miva-mqs,tcp,mqs
2308,1277,miva-mqs,udp,mqs
2309,1278,dellwebadmin-1,tcp,Dell Web Admin 1
2310,1278,dellwebadmin-1,udp,Dell Web Admin 1
2311,1279,dellwebadmin-2,tcp,Dell Web Admin 2
2312,1279,dellwebadmin-2,udp,Dell Web Admin 2
2313,1280,pictrography,tcp,Pictrography
2314,1280,pictrography,udp,Pictrography
2315,1281,healthd,tcp,healthd
2316,1281,healthd,udp,healthd
2317,1282,emperion,tcp,Emperion
2318,1282,emperion,udp,Emperion
2319,1283,productinfo,tcp,Product Information
2320,1283,productinfo,udp,Product Information
2321,1284,iee-qfx,tcp,IEE-QFX
2322,1284,iee-qfx,udp,IEE-QFX
2323,1285,neoiface,tcp,neoiface
2324,1285,neoiface,udp,neoiface
2325,1286,netuitive,tcp,netuitive
2326,1286,netuitive,udp,netuitive
2327,1287,routematch,tcp,RouteMatch Com
2328,1287,routematch,udp,RouteMatch Com
2329,1288,navbuddy,tcp,NavBuddy
2330,1288,navbuddy,udp,NavBuddy
2331,1289,jwalkserver,tcp,JWalkServer
2332,1289,jwalkserver,udp,JWalkServer
2333,1290,winjaserver,tcp,WinJaServer
2334,1290,winjaserver,udp,WinJaServer
2335,1291,seagulllms,tcp,SEAGULLLMS
2336,1291,seagulllms,udp,SEAGULLLMS
2337,1292,dsdn,tcp,dsdn
2338,1292,dsdn,udp,dsdn
2339,1293,pkt-krb-ipsec,tcp,PKT-KRB-IPSec
2340,1293,pkt-krb-ipsec,udp,PKT-KRB-IPSec
2341,1294,cmmdriver,tcp,CMMdriver
2342,1294,cmmdriver,udp,CMMdriver
2343,1295,ehtp,tcp,End-by-Hop Transmission Protocol
2344,1295,ehtp,udp,End-by-Hop Transmission Protocol
2345,1296,dproxy,tcp,dproxy
2346,1296,dproxy,udp,dproxy
2347,1297,sdproxy,tcp,sdproxy
2348,1297,sdproxy,udp,sdproxy
2349,1298,lpcp,tcp,lpcp
2350,1298,lpcp,udp,lpcp
2351,1299,hp-sci,tcp,hp-sci
2352,1299,hp-sci,udp,hp-sci
2353,1300,h323hostcallsc,tcp,H.323 Secure Call Control Signalling
2354,1300,h323hostcallsc,udp,H.323 Secure Call Control Signalling
2355,1301,ci3-software-1,tcp,CI3-Software-1
2356,1301,ci3-software-1,udp,CI3-Software-1
2357,1302,ci3-software-2,tcp,CI3-Software-2
2358,1302,ci3-software-2,udp,CI3-Software-2
2359,1303,sftsrv,tcp,sftsrv
2360,1303,sftsrv,udp,sftsrv
2361,1304,boomerang,tcp,Boomerang
2362,1304,boomerang,udp,Boomerang
2363,1305,pe-mike,tcp,pe-mike
2364,1305,pe-mike,udp,pe-mike
2365,1306,re-conn-proto,tcp,RE-Conn-Proto
2366,1306,re-conn-proto,udp,RE-Conn-Proto
2367,1307,pacmand,tcp,Pacmand
2368,1307,pacmand,udp,Pacmand
2369,1308,odsi,tcp,Optical Domain Service Interconnect (ODSI)
2370,1308,odsi,udp,Optical Domain Service Interconnect (ODSI)
2371,1309,jtag-server,tcp,JTAG server
2372,1309,jtag-server,udp,JTAG server
2373,1310,husky,tcp,Husky
2374,1310,husky,udp,Husky
2375,1311,rxmon,tcp,RxMon
2376,1311,rxmon,udp,RxMon
2377,1312,sti-envision,tcp,STI Envision
2378,1312,sti-envision,udp,STI Envision
2379,1313,bmc-patroldb,tcp,"BMC_PATROLDB
IANA assigned this well-formed service name as a replacement for ""bmc_patroldb""."
2380,1313,bmc_patroldb,tcp,BMC_PATROLDB
2381,1313,bmc-patroldb,udp,"BMC_PATROLDB
IANA assigned this well-formed service name as a replacement for ""bmc_patroldb""."
2382,1313,bmc_patroldb,udp,BMC_PATROLDB
2383,1314,pdps,tcp,Photoscript Distributed Printing System
2384,1314,pdps,udp,Photoscript Distributed Printing System
2385,1315,els,tcp,"E.L.S., Event Listener Service"
2386,1315,els,udp,"E.L.S., Event Listener Service"
2387,1316,exbit-escp,tcp,Exbit-ESCP
2388,1316,exbit-escp,udp,Exbit-ESCP
2389,1317,vrts-ipcserver,tcp,vrts-ipcserver
2390,1317,vrts-ipcserver,udp,vrts-ipcserver
2391,1318,krb5gatekeeper,tcp,krb5gatekeeper
2392,1318,krb5gatekeeper,udp,krb5gatekeeper
2393,1319,amx-icsp,tcp,AMX-ICSP
2394,1319,amx-icsp,udp,AMX-ICSP
2395,1320,amx-axbnet,tcp,AMX-AXBNET
2396,1320,amx-axbnet,udp,AMX-AXBNET
2397,1321,pip,tcp,PIP
2398,1321,pip,udp,PIP
2399,1322,novation,tcp,Novation
2400,1322,novation,udp,Novation
2401,1323,brcd,tcp,brcd
2402,1323,brcd,udp,brcd
2403,1324,delta-mcp,tcp,delta-mcp
2404,1324,delta-mcp,udp,delta-mcp
2405,1325,dx-instrument,tcp,DX-Instrument
2406,1325,dx-instrument,udp,DX-Instrument
2407,1326,wimsic,tcp,WIMSIC
2408,1326,wimsic,udp,WIMSIC
2409,1327,ultrex,tcp,Ultrex
2410,1327,ultrex,udp,Ultrex
2411,1328,ewall,tcp,EWALL
2412,1328,ewall,udp,EWALL
2413,1329,netdb-export,tcp,netdb-export
2414,1329,netdb-export,udp,netdb-export
2415,1330,streetperfect,tcp,StreetPerfect
2416,1330,streetperfect,udp,StreetPerfect
2417,1331,intersan,tcp,intersan
2418,1331,intersan,udp,intersan
2419,1332,pcia-rxp-b,tcp,PCIA RXP-B
2420,1332,pcia-rxp-b,udp,PCIA RXP-B
2421,1333,passwrd-policy,tcp,Password Policy
2422,1333,passwrd-policy,udp,Password Policy
2423,1334,writesrv,tcp,writesrv
2424,1334,writesrv,udp,writesrv
2425,1335,digital-notary,tcp,Digital Notary Protocol
2426,1335,digital-notary,udp,Digital Notary Protocol
2427,1336,ischat,tcp,Instant Service Chat
2428,1336,ischat,udp,Instant Service Chat
2429,1337,menandmice-dns,tcp,menandmice DNS
2430,1337,menandmice-dns,udp,menandmice DNS
2431,1338,wmc-log-svc,tcp,WMC-log-svr
2432,1338,wmc-log-svc,udp,WMC-log-svr
2433,1339,kjtsiteserver,tcp,kjtsiteserver
2434,1339,kjtsiteserver,udp,kjtsiteserver
2435,1340,naap,tcp,NAAP
2436,1340,naap,udp,NAAP
2437,1341,qubes,tcp,QuBES
2438,1341,qubes,udp,QuBES
2439,1342,esbroker,tcp,ESBroker
2440,1342,esbroker,udp,ESBroker
2441,1343,re101,tcp,re101
2442,1343,re101,udp,re101
2443,1344,icap,tcp,ICAP
2444,1344,icap,udp,ICAP
2445,1345,vpjp,tcp,VPJP
2446,1345,vpjp,udp,VPJP
2447,1346,alta-ana-lm,tcp,Alta Analytics License Manager
2448,1346,alta-ana-lm,udp,Alta Analytics License Manager
2449,1347,bbn-mmc,tcp,multi media conferencing
2450,1347,bbn-mmc,udp,multi media conferencing
2451,1348,bbn-mmx,tcp,multi media conferencing
2452,1348,bbn-mmx,udp,multi media conferencing
2453,1349,sbook,tcp,Registration Network Protocol
2454,1349,sbook,udp,Registration Network Protocol
2455,1350,editbench,tcp,Registration Network Protocol
2456,1350,editbench,udp,Registration Network Protocol
2457,1351,equationbuilder,tcp,Digital Tool Works (MIT)
2458,1351,equationbuilder,udp,Digital Tool Works (MIT)
2459,1352,lotusnote,tcp,Lotus Note
2460,1352,lotusnote,udp,Lotus Note
2461,1353,relief,tcp,Relief Consulting
